lat0 37.792480, lon0 -122.397450
posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
349.7611,-159.2315,65,5,5,65
359.7611,-159.2315,65,5,5,65
529.7611,-159.2315,6.5,5,5,6.5
539.7611,-159.2315,1.5,5,5,1.5
549.7611,-159.2315,6.5,5,5,6.5
559.7611,-159.2315,1.5,5,5,1.5
569.7611,-159.2316,1.5,5,5,1.5
579.7611,-159.2316,1.5,5,5,1.5
589.7611,-159.2315,1.5,5,5,1.5
599.7611,-159.2316,1.5,5,5,1.5
-310.2389,-149.2315,11.5,5,5,11.5
-280.2389,-149.2315,84.5,5,5,84.5
-270.2389,-149.2315,84.49999,5,5,84.49999
-220.2389,-149.2315,80,5,5,80
-210.2389,-149.2315,80,5,5,80
-200.2389,-149.2315,80,5,5,80
-120.2389,-149.2315,85.5,5,5,85.5
-110.2389,-149.2315,85.5,5,5,85.5
-100.2389,-149.2315,85.5,5,5,85.5
-90.23886,-149.2315,85.5,5,5,85.5
-80.23886,-149.2315,85.5,5,5,85.5
-70.23886,-149.2315,85.5,5,5,85.5
-60.23886,-149.2315,42,5,5,42
-50.23887,-149.2315,42,5,5,42
-40.23886,-149.2315,42,5,5,42
-30.23886,-149.2315,42,5,5,42
9.761139,-149.2315,72.5,5,5,72.5
19.76114,-149.2315,72.5,5,5,72.5
209.7611,-149.2315,10,5,5,10
219.7611,-149.2315,1.5,5,5,1.5
229.7611,-149.2315,1.5,5,5,1.5
239.7611,-149.2315,1.5,5,5,1.5
249.7611,-149.2315,1.5,5,5,1.5
279.7611,-149.2315,1.5,5,5,1.5
289.7611,-149.2315,1.5,5,5,1.5
299.7611,-149.2315,1.5,5,5,1.5
309.7611,-149.2315,1.5,5,5,1.5
329.7611,-149.2315,65,5,5,65
339.7611,-149.2315,65,5,5,65
349.7611,-149.2315,65,5,5,65
359.7611,-149.2315,65,5,5,65
529.7611,-149.2315,1.5,5,5,1.5
539.7611,-149.2315,1.5,5,5,1.5
549.7611,-149.2315,6.5,5,5,6.5
559.7611,-149.2315,1.5,5,5,1.5
569.7611,-149.2315,1.5,5,5,1.5
579.7611,-149.2315,1.5,5,5,1.5
589.7611,-149.2315,1.5,5,5,1.5
599.7611,-149.2315,1.5,5,5,1.5
-310.2389,-139.2315,11.5,5,5,11.5
-300.2389,-139.2315,11.5,5,5,11.5
-230.2389,-139.2315,80,5,5,80
-220.2389,-139.2315,80,5,5,80
-210.2389,-139.2315,80,5,5,80
-200.2389,-139.2315,80,5,5,80
-190.2389,-139.2315,80,5,5,80
-110.2389,-139.2315,85.5,5,5,85.5
-100.2389,-139.2315,85.50001,5,5,85.50001
-90.23886,-139.2315,85.5,5,5,85.5
-80.23886,-139.2315,85.5,5,5,85.5
-70.23886,-139.2315,85.5,5,5,85.5
-60.23886,-139.2315,85.5,5,5,85.5
-50.23887,-139.2315,42,5,5,42
-40.23886,-139.2315,42,5,5,42
-30.23886,-139.2315,42,5,5,42
149.7611,-139.2315,7.5,5,5,7.5
159.7611,-139.2315,7.5,5,5,7.5
169.7611,-139.2315,7.5,5,5,7.5
179.7611,-139.2315,11.5,5,5,11.5
189.7611,-139.2315,11.5,5,5,11.5
199.7611,-139.2315,9.999999,5,5,9.999999
209.7611,-139.2315,10,5,5,10
219.7611,-139.2315,1.5,5,5,1.5
229.7611,-139.2315,1.5,5,5,1.5
239.7611,-139.2315,1.5,5,5,1.5
249.7611,-139.2315,1.5,5,5,1.5
279.7611,-139.2315,1.5,5,5,1.5
289.7611,-139.2315,1.5,5,5,1.5
299.7611,-139.2315,1.5,5,5,1.5
309.7611,-139.2315,1.5,5,5,1.5
329.7611,-139.2315,65,5,5,65
339.7611,-139.2315,65.00001,5,5,65.00001
349.7611,-139.2315,65,5,5,65
359.7611,-139.2315,65,5,5,65
369.7611,-139.2315,65,5,5,65
489.7611,-139.2315,1.5,5,5,1.5
529.7611,-139.2315,1.5,5,5,1.5
539.7611,-139.2315,1.5,5,5,1.5
549.7611,-139.2315,1.5,5,5,1.5
559.7611,-139.2315,1.5,5,5,1.5
569.7611,-139.2315,1.5,5,5,1.5
579.7611,-139.2315,1.5,5,5,1.5
589.7611,-139.2315,1.5,5,5,1.5
599.7611,-139.2315,1.5,5,5,1.5
-310.2389,-129.2316,14,5,5,14
-300.2389,-129.2315,11.5,5,5,11.5
-290.2389,-129.2316,11.5,5,5,11.5
-240.2389,-129.2316,80,5,5,80
-230.2389,-129.2315,79.99999,5,5,79.99999
-220.2389,-129.2315,80,5,5,80
-210.2389,-129.2315,80,5,5,80
-200.2389,-129.2315,80,5,5,80
-100.2389,-129.2315,85.5,5,5,85.5
-90.23886,-129.2315,85.5,5,5,85.5
-80.23886,-129.2316,85.5,5,5,85.5
79.76114,-129.2315,6,5,5,6
89.76114,-129.2315,6,5,5,6
99.76114,-129.2315,6,5,5,6
149.7611,-129.2315,7.5,5,5,7.5
159.7611,-129.2316,7.5,5,5,7.5
169.7611,-129.2316,7.5,5,5,7.5
179.7611,-129.2315,7.5,5,5,7.5
189.7611,-129.2316,11.5,5,5,11.5
199.7611,-129.2315,10,5,5,10
209.7611,-129.2315,10,5,5,10
219.7611,-129.2315,1.5,5,5,1.5
229.7611,-129.2316,1.5,5,5,1.5
239.7611,-129.2315,1.5,5,5,1.5
249.7611,-129.2315,1.5,5,5,1.5
279.7611,-129.2315,1.5,5,5,1.5
289.7611,-129.2315,1.5,5,5,1.5
299.7611,-129.2315,1.5,5,5,1.5
309.7611,-129.2315,1.5,5,5,1.5
329.7611,-129.2315,65,5,5,65
339.7611,-129.2315,65,5,5,65
349.7611,-129.2316,65,5,5,65
359.7611,-129.2315,65,5,5,65
369.7611,-129.2315,65,5,5,65
429.7611,-129.2315,1.5,5,5,1.5
439.7611,-129.2315,1.5,5,5,1.5
469.7611,-129.2315,1.5,5,5,1.5
479.7611,-129.2315,1.5,5,5,1.5
489.7611,-129.2315,1.5,5,5,1.5
529.7611,-129.2315,1.5,5,5,1.5
539.7611,-129.2315,39,5,5,39
549.7611,-129.2315,39,5,5,39
559.7611,-129.2315,39,5,5,39
569.7611,-129.2315,1.5,5,5,1.5
579.7611,-129.2315,1.5,5,5,1.5
589.7611,-129.2315,1.5,5,5,1.5
599.7611,-129.2315,1.5,5,5,1.5
-310.2389,-119.2315,14,5,5,14
-300.2389,-119.2315,14,5,5,14
-250.2389,-119.2315,80,5,5,80
-240.2389,-119.2315,80,5,5,80
-230.2389,-119.2315,80,5,5,80
-220.2389,-119.2315,80,5,5,80
-210.2389,-119.2315,80,5,5,80
-170.2389,-119.2315,80,5,5,80
19.76113,-119.2316,6,5,5,6
29.76114,-119.2315,6,5,5,6
39.76114,-119.2315,6,5,5,6
49.76114,-119.2315,6,5,5,6
59.76115,-119.2315,6,5,5,6
69.76114,-119.2315,6,5,5,6
79.76114,-119.2315,6,5,5,6
89.76114,-119.2315,6,5,5,6
99.76114,-119.2315,6,5,5,6
149.7611,-119.2315,1.5,5,5,1.5
159.7611,-119.2315,1.5,5,5,1.5
169.7612,-119.2315,1.5,5,5,1.5
189.7611,-119.2315,11.5,5,5,11.5
199.7611,-119.2315,11.5,5,5,11.5
209.7611,-119.2315,10,5,5,10
219.7611,-119.2315,1.5,5,5,1.5
229.7611,-119.2315,1.5,5,5,1.5
239.7611,-119.2315,1.5,5,5,1.5
249.7611,-119.2315,1.5,5,5,1.5
339.7611,-119.2315,65,5,5,65
349.7611,-119.2315,65,5,5,65
359.7611,-119.2315,65,5,5,65
369.7611,-119.2315,65,5,5,65
419.7611,-119.2315,1.5,5,5,1.5
429.7611,-119.2315,1.5,5,5,1.5
439.7611,-119.2315,1.5,5,5,1.5
449.7611,-119.2315,1.5,5,5,1.5
459.7611,-119.2315,1.5,5,5,1.5
469.7611,-119.2315,1.5,5,5,1.5
479.7611,-119.2315,1.5,5,5,1.5
489.7611,-119.2315,1.5,5,5,1.5
529.7611,-119.2315,39,5,5,39
539.7611,-119.2315,39,5,5,39
549.7611,-119.2315,39,5,5,39
559.7611,-119.2315,39,5,5,39
569.7611,-119.2316,1.5,5,5,1.5
579.7611,-119.2315,1.5,5,5,1.5
589.7611,-119.2315,1.5,5,5,1.5
599.7611,-119.2315,6.5,5,5,6.5
-310.2389,-109.2315,14,5,5,14
-260.2389,-109.2315,80,5,5,80
-250.2389,-109.2315,80,5,5,80
-240.2389,-109.2315,80,5,5,80
-230.2389,-109.2315,80,5,5,80
-220.2389,-109.2315,80,5,5,80
-180.2389,-109.2315,80,5,5,80
-170.2389,-109.2315,79.99999,5,5,79.99999
-160.2389,-109.2315,80,5,5,80
9.761139,-109.2315,6,5,5,6
19.76115,-109.2315,6,5,5,6
29.76114,-109.2315,6,5,5,6
39.76113,-109.2315,6,5,5,6
49.76114,-109.2315,6,5,5,6
59.76113,-109.2315,6,5,5,6
69.76114,-109.2315,6,5,5,6
79.76114,-109.2315,6,5,5,6
89.76114,-109.2315,6,5,5,6
149.7611,-109.2315,34.5,5,5,34.5
159.7611,-109.2315,34.5,5,5,34.5
169.7611,-109.2315,34.5,5,5,34.5
179.7611,-109.2315,34.5,5,5,34.5
189.7611,-109.2315,34.5,5,5,34.5
209.7611,-109.2315,10,5,5,10
219.7611,-109.2315,10,5,5,10
229.7611,-109.2315,1.5,5,5,1.5
239.7611,-109.2315,1.5,5,5,1.5
249.7611,-109.2315,1.5,5,5,1.5
339.7611,-109.2315,65,5,5,65
349.7611,-109.2315,65,5,5,65
359.7611,-109.2315,65,5,5,65
369.7611,-109.2315,65,5,5,65
429.7611,-109.2315,1.5,5,5,1.5
439.7611,-109.2315,1.5,5,5,1.5
449.7611,-109.2315,1.5,5,5,1.5
459.7611,-109.2315,1.5,5,5,1.5
469.7611,-109.2315,1.5,5,5,1.5
529.7611,-109.2315,39,5,5,39
539.7611,-109.2315,39,5,5,39
549.7611,-109.2315,39,5,5,39
559.7611,-109.2315,39,5,5,39
569.7611,-109.2315,1.5,5,5,1.5
579.7611,-109.2315,1.5,5,5,1.5
589.7611,-109.2315,1.5,5,5,1.5
599.7611,-109.2315,6.5,5,5,6.5
-270.2389,-99.23153,80,5,5,80
-260.2389,-99.23154,80,5,5,80
-250.2389,-99.23154,80,5,5,80
-240.2389,-99.23154,80,5,5,80
-230.2389,-99.23154,80,5,5,80
-190.2389,-99.23154,80,5,5,80
-180.2389,-99.23154,80,5,5,80
-170.2389,-99.23154,80,5,5,80
-160.2389,-99.23154,80,5,5,80
-150.2389,-99.23154,80,5,5,80
-70.23886,-99.23154,1.5,5,5,1.5
-60.23886,-99.23154,1.5,5,5,1.5
-50.23886,-99.23154,59,5,5,59
-40.23886,-99.23154,59,5,5,59
-30.23886,-99.23154,59,5,5,59
-20.23886,-99.23153,59,5,5,59
19.76114,-99.23154,6,5,5,6
29.76114,-99.23154,6,5,5,6
39.76112,-99.23155,6,5,5,6
49.76114,-99.23154,6,5,5,6
59.76114,-99.23154,6,5,5,6
69.76114,-99.23154,6,5,5,6
79.76114,-99.23154,6,5,5,6
149.7611,-99.23154,34.5,5,5,34.5
159.7611,-99.23154,34.5,5,5,34.5
169.7611,-99.23154,34.5,5,5,34.5
179.7611,-99.23154,34.5,5,5,34.5
189.7611,-99.23154,34.5,5,5,34.5
199.7611,-99.23154,34.5,5,5,34.5
209.7611,-99.23154,10,5,5,10
339.7611,-99.23154,65,5,5,65
349.7611,-99.23153,65,5,5,65
359.7611,-99.23154,65,5,5,65
369.7611,-99.23154,65,5,5,65
449.7611,-99.23154,1.5,5,5,1.5
459.7611,-99.23154,1.5,5,5,1.5
469.7611,-99.23154,1.5,5,5,1.5
539.7611,-99.23154,39,5,5,39
549.7611,-99.23154,39,5,5,39
559.7611,-99.23154,39,5,5,39
569.7611,-99.23154,1.5,5,5,1.5
-280.2389,-89.23154,80,5,5,80
-270.2389,-89.23154,80,5,5,80
-260.2389,-89.23154,80,5,5,80
-250.2389,-89.23154,80,5,5,80
-240.2389,-89.23154,80,5,5,80
-230.2389,-89.23153,80,5,5,80
-200.2389,-89.23154,80,5,5,80
-190.2389,-89.23154,80,5,5,80
-180.2389,-89.23154,80,5,5,80
-170.2389,-89.23154,80,5,5,80
-160.2389,-89.23154,80,5,5,80
-150.2389,-89.23154,80,5,5,80
-140.2389,-89.23154,79.99999,5,5,79.99999
-60.23886,-89.23154,1.5,5,5,1.5
-50.23886,-89.23154,59,5,5,59
-40.23886,-89.23154,59,5,5,59
-30.23886,-89.23154,59,5,5,59
-20.23886,-89.23153,59,5,5,59
19.76114,-89.23154,6,5,5,6
29.76114,-89.23154,6,5,5,6
39.76113,-89.23154,91.5,5,5,91.5
49.76114,-89.23154,91.5,5,5,91.5
59.76114,-89.23154,91.5,5,5,91.5
69.76114,-89.23154,6,5,5,6
289.7611,-89.23154,1.5,5,5,1.5
299.7611,-89.23154,1.5,5,5,1.5
339.7611,-89.23154,65,5,5,65
349.7611,-89.23154,65,5,5,65
359.7611,-89.23154,65,5,5,65
369.7611,-89.23154,65,5,5,65
-270.2389,-79.23154,80,5,5,80
-260.2389,-79.23154,80,5,5,80
-250.2389,-79.23154,80,5,5,80
-240.2389,-79.23154,80,5,5,80
-210.2389,-79.23154,80,5,5,80
-200.2389,-79.23154,80,5,5,80
-190.2389,-79.23154,80,5,5,80
-180.2389,-79.23154,80,5,5,80
-170.2389,-79.23154,80,5,5,80
-160.2389,-79.23154,80,5,5,80
-150.2389,-79.23154,80,5,5,80
-50.23886,-79.23153,59,5,5,59
-40.23886,-79.23154,59,5,5,59
-30.23886,-79.23155,59,5,5,59
-20.23886,-79.23154,59,5,5,59
29.76115,-79.23154,91.5,5,5,91.5
39.76114,-79.23154,91.5,5,5,91.5
49.76114,-79.23154,91.5,5,5,91.5
59.76114,-79.23154,91.5,5,5,91.5
69.76116,-79.23151,91.5,5,5,91.5
219.7611,-79.23154,29.5,5,5,29.5
229.7611,-79.23154,29.5,5,5,29.5
239.7611,-79.23154,29.5,5,5,29.5
249.7611,-79.23153,29.5,5,5,29.5
289.7611,-79.23154,1.5,5,5,1.5
299.7611,-79.23154,1.5,5,5,1.5
309.7611,-79.23154,1.5,5,5,1.5
339.7611,-79.23153,65,5,5,65
349.7611,-79.23154,65,5,5,65
359.7611,-79.23154,65,5,5,65
369.7611,-79.23154,65,5,5,65
379.7611,-79.23154,65,5,5,65
599.7611,-79.23154,33.5,5,5,33.5
-260.2389,-69.23154,80,5,5,80
-250.2389,-69.23153,80,5,5,80
-240.2389,-69.23153,80,5,5,80
-220.2389,-69.23154,80,5,5,80
-210.2389,-69.23154,80,5,5,80
-200.2389,-69.23154,80,5,5,80
-190.2389,-69.23154,80,5,5,80
-180.2389,-69.23154,80,5,5,80
-170.2389,-69.23154,80,5,5,80
-160.2389,-69.23154,80,5,5,80
-40.23886,-69.23154,59,5,5,59
-30.23886,-69.23154,59,5,5,59
-20.23886,-69.23154,59,5,5,59
29.76114,-69.23153,91.5,5,5,91.5
39.76113,-69.23154,91.50001,5,5,91.50001
49.76114,-69.23154,91.5,5,5,91.5
59.76113,-69.23154,91.5,5,5,91.5
69.76114,-69.23154,91.5,5,5,91.5
79.76114,-69.23154,91.49999,5,5,91.49999
169.7611,-69.23154,29.5,5,5,29.5
179.7611,-69.23154,29.5,5,5,29.5
189.7611,-69.23154,29.5,5,5,29.5
199.7611,-69.23154,29.5,5,5,29.5
209.7611,-69.23154,29.5,5,5,29.5
219.7611,-69.23154,29.5,5,5,29.5
229.7611,-69.23154,29.5,5,5,29.5
239.7611,-69.23154,29.5,5,5,29.5
249.7611,-69.23154,29.5,5,5,29.5
289.7611,-69.23154,1.5,5,5,1.5
299.7611,-69.23154,1.5,5,5,1.5
309.7611,-69.23154,1.5,5,5,1.5
339.7611,-69.23154,65,5,5,65
349.7611,-69.23154,65,5,5,65
359.7611,-69.23154,65,5,5,65
369.7611,-69.23154,65,5,5,65
379.7611,-69.23154,65,5,5,65
559.7611,-69.23154,1.5,5,5,1.5
569.7611,-69.23154,1.5,5,5,1.5
579.7611,-69.23154,33.5,5,5,33.5
589.7611,-69.23154,33.5,5,5,33.5
599.7611,-69.23154,33.5,5,5,33.5
-250.2389,-59.23154,80,5,5,80
-210.2389,-59.23154,80,5,5,80
-200.2389,-59.23154,80,5,5,80
-190.2389,-59.23155,80,5,5,80
-180.2389,-59.23154,80,5,5,80
-170.2389,-59.23154,80,5,5,80
-30.23886,-59.23154,59,5,5,59
-20.23886,-59.23154,59,5,5,59
29.76115,-59.23154,91.5,5,5,91.5
39.76114,-59.23154,91.5,5,5,91.5
49.76115,-59.23153,91.49999,5,5,91.49999
59.76113,-59.23154,91.5,5,5,91.5
69.76114,-59.23154,91.5,5,5,91.5
79.76114,-59.23154,91.5,5,5,91.5
89.76114,-59.23154,91.5,5,5,91.5
169.7611,-59.23154,29.5,5,5,29.5
179.7611,-59.23154,29.5,5,5,29.5
189.7611,-59.23154,29.5,5,5,29.5
199.7611,-59.23154,29.5,5,5,29.5
209.7611,-59.23154,29.5,5,5,29.5
219.7611,-59.23154,29.5,5,5,29.5
229.7611,-59.23154,29.5,5,5,29.5
239.7611,-59.23154,29.5,5,5,29.5
249.7611,-59.23154,29.5,5,5,29.5
499.7611,-59.23154,3.500883,5,5,3.500883
509.7611,-59.23154,3.313256,5,5,3.313256
549.7611,-59.23154,1.5,5,5,1.5
559.7611,-59.23154,1.5,5,5,1.5
569.7611,-59.23153,1.5,5,5,1.5
579.7611,-59.23153,33.5,5,5,33.5
589.7611,-59.23154,33.5,5,5,33.5
599.7611,-59.23154,33.5,5,5,33.5
-310.2389,-49.23154,3.5,5,5,3.5
-260.2389,-49.23154,6,5,5,6
-250.2389,-49.23154,6,5,5,6
-200.2389,-49.23154,80,5,5,80
-190.2389,-49.23154,80,5,5,80
-180.2389,-49.23154,80,5,5,80
-120.2389,-49.23154,12.5,5,5,12.5
-40.23886,-49.23154,1.5,5,5,1.5
-20.23888,-49.23154,59,5,5,59
-10.23886,-49.23154,59,5,5,59
29.76114,-49.23154,91.5,5,5,91.5
39.76115,-49.23153,91.5,5,5,91.5
49.76114,-49.23154,91.5,5,5,91.5
59.76114,-49.23154,91.5,5,5,91.5
69.76114,-49.23153,91.5,5,5,91.5
79.76114,-49.23154,91.50001,5,5,91.50001
89.76114,-49.23154,91.5,5,5,91.5
169.7611,-49.23154,29.5,5,5,29.5
179.7611,-49.23154,29.5,5,5,29.5
189.7611,-49.23154,29.5,5,5,29.5
199.7611,-49.23154,29.5,5,5,29.5
209.7611,-49.23154,29.5,5,5,29.5
219.7611,-49.23154,29.5,5,5,29.5
229.7611,-49.23154,29.5,5,5,29.5
239.7611,-49.23154,29.5,5,5,29.5
439.7611,-49.23154,4.087578,5,5,4.087578
549.7611,-49.23154,1.5,5,5,1.5
559.7611,-49.23154,1.5,5,5,1.5
569.7611,-49.23154,1.5,5,5,1.5
579.7611,-49.23154,33.5,5,5,33.5
589.7611,-49.23154,33.5,5,5,33.5
599.7611,-49.23153,33.5,5,5,33.5
-310.2389,-39.23154,3.5,5,5,3.5
-300.2389,-39.23154,3.5,5,5,3.5
-270.2389,-39.23154,6,5,5,6
-260.2389,-39.23154,6,5,5,6
-250.2389,-39.23154,6,5,5,6
-240.2389,-39.23154,6,5,5,6
-190.2389,-39.23154,80,5,5,80
-130.2389,-39.23154,12.5,5,5,12.5
-120.2389,-39.23154,12.5,5,5,12.5
-50.23886,-39.23154,1.5,5,5,1.5
-40.23885,-39.23154,1.5,5,5,1.5
-30.23886,-39.23154,1.5,5,5,1.5
-10.23886,-39.23154,59,5,5,59
29.76114,-39.23153,91.5,5,5,91.5
39.76115,-39.23153,91.5,5,5,91.5
49.76114,-39.23153,91.5,5,5,91.5
59.76114,-39.23154,91.5,5,5,91.5
69.76114,-39.23154,91.5,5,5,91.5
79.76114,-39.23154,91.49999,5,5,91.49999
379.7611,-39.23153,65,5,5,65
549.7611,-39.23153,1.5,5,5,1.5
559.7611,-39.23153,1.5,5,5,1.5
569.7611,-39.23154,1.5,5,5,1.5
579.7611,-39.23153,1.5,5,5,1.5
589.7611,-39.23153,33.5,5,5,33.5
599.7611,-39.23154,33.5,5,5,33.5
-310.2389,-29.23153,3.5,5,5,3.5
-300.2389,-29.23154,3.5,5,5,3.5
-290.2389,-29.23153,3.5,5,5,3.5
-260.2389,-29.23154,6,5,5,6
-250.2389,-29.23154,6,5,5,6
-240.2389,-29.23153,6,5,5,6
-230.2389,-29.23153,6,5,5,6
-140.2389,-29.23153,12.5,5,5,12.5
-130.2389,-29.23153,12.5,5,5,12.5
-120.2389,-29.23153,12.5,5,5,12.5
-110.2389,-29.23153,12.5,5,5,12.5
-80.23887,-29.23153,74.5,5,5,74.5
-60.23887,-29.23154,1.5,5,5,1.5
-50.23885,-29.23153,1.5,5,5,1.5
-40.23886,-29.23153,1.5,5,5,1.5
-30.23886,-29.23154,1.5,5,5,1.5
-20.23886,-29.23153,1.5,5,5,1.5
39.76114,-29.23154,91.50001,5,5,91.50001
49.76114,-29.23153,91.5,5,5,91.5
59.76114,-29.23153,91.5,5,5,91.5
69.76114,-29.23153,91.5,5,5,91.5
349.7611,-29.23153,65,5,5,65
359.7611,-29.23153,65,5,5,65
369.7611,-29.23153,65,5,5,65
379.7611,-29.23153,65.00001,5,5,65.00001
459.7611,-29.23154,2.869263,5,5,2.869263
549.7611,-29.23153,1.5,5,5,1.5
559.7611,-29.23153,1.5,5,5,1.5
569.7611,-29.23153,1.5,5,5,1.5
579.7611,-29.23152,1.5,5,5,1.5
589.7611,-29.23153,33.5,5,5,33.5
599.7611,-29.23153,33.5,5,5,33.5
-310.2389,-19.23153,16,5,5,16
-300.2389,-19.23153,3.5,5,5,3.5
-290.2389,-19.23153,3.5,5,5,3.5
-250.2389,-19.23154,6,5,5,6
-240.2389,-19.23153,6,5,5,6
-230.2389,-19.23153,6,5,5,6
-220.2389,-19.23153,6,5,5,6
-150.2389,-19.23153,12.5,5,5,12.5
-140.2389,-19.23153,12.5,5,5,12.5
-130.2389,-19.23153,12.5,5,5,12.5
-120.2389,-19.23153,12.5,5,5,12.5
-110.2389,-19.23153,12.5,5,5,12.5
-100.2389,-19.23153,12.5,5,5,12.5
-90.23886,-19.23153,74.5,5,5,74.5
-80.23886,-19.23153,74.5,5,5,74.5
-70.23886,-19.23153,74.5,5,5,74.5
-50.23886,-19.23153,1.5,5,5,1.5
-40.23886,-19.23153,1.5,5,5,1.5
-30.23886,-19.23153,1.5,5,5,1.5
-20.23886,-19.23153,1.5,5,5,1.5
-10.23886,-19.23154,1.5,5,5,1.5
229.7611,-19.23153,79.5,5,5,79.5
239.7611,-19.23153,79.5,5,5,79.5
249.7611,-19.23153,79.5,5,5,79.5
259.7611,-19.23153,79.5,5,5,79.5
299.7611,-19.23153,1.5,5,5,1.5
309.7611,-19.23153,1.5,5,5,1.5
319.7611,-19.23153,1.5,5,5,1.5
349.7611,-19.23153,65,5,5,65
359.7611,-19.23153,65,5,5,65
369.7611,-19.23153,65,5,5,65
379.7611,-19.23153,65,5,5,65
389.7611,-19.23153,65,5,5,65
549.7611,-19.23153,1.5,5,5,1.5
559.7611,-19.23154,1.5,5,5,1.5
569.7611,-19.23153,1.5,5,5,1.5
579.7611,-19.23153,1.5,5,5,1.5
589.7611,-19.23153,33.5,5,5,33.5
599.7611,-19.23153,33.5,5,5,33.5
-310.2388,-9.231535,16,5,5,16
-300.2389,-9.231535,16,5,5,16
-270.2389,-9.231541,91.5,5,5,91.5
-240.2389,-9.231539,6,5,5,6
-230.2389,-9.231535,6,5,5,6
-150.2389,-9.231531,12.5,5,5,12.5
-140.2389,-9.231531,12.5,5,5,12.5
-130.2389,-9.231535,12.5,5,5,12.5
-120.2389,-9.231537,12.5,5,5,12.5
-110.2389,-9.231537,12.5,5,5,12.5
-100.2389,-9.231537,74.5,5,5,74.5
-90.23886,-9.231539,74.5,5,5,74.5
-80.23886,-9.231539,74.5,5,5,74.5
-70.23886,-9.231537,74.5,5,5,74.5
-60.23886,-9.231537,74.5,5,5,74.5
-40.23886,-9.231535,1.5,5,5,1.5
-30.23886,-9.231537,1.5,5,5,1.5
-20.23886,-9.231535,1.5,5,5,1.5
-10.23886,-9.231537,1.5,5,5,1.5
-0.2388611,-9.231539,1.5,5,5,1.5
189.7611,-9.231535,79.5,5,5,79.5
199.7611,-9.231535,79.5,5,5,79.5
209.7611,-9.231537,79.5,5,5,79.5
219.7611,-9.231535,79.5,5,5,79.5
229.7611,-9.231537,79.5,5,5,79.5
239.7611,-9.231535,79.5,5,5,79.5
249.7611,-9.231535,79.5,5,5,79.5
259.7611,-9.231539,79.5,5,5,79.5
299.7611,-9.231537,1.5,5,5,1.5
309.7612,-9.231537,1.5,5,5,1.5
319.7611,-9.231539,1.5,5,5,1.5
349.7611,-9.231539,65,5,5,65
359.7611,-9.231535,65,5,5,65
369.7611,-9.231531,65,5,5,65
379.7611,-9.231531,65,5,5,65
389.7611,-9.231531,65,5,5,65
549.7611,-9.231533,1.5,5,5,1.5
559.7611,-9.231533,1.5,5,5,1.5
569.7611,-9.231527,1.5,5,5,1.5
579.7611,-9.231539,1.5,5,5,1.5
589.7611,-9.231535,33.5,5,5,33.5
599.7611,-9.231533,33.5,5,5,33.5
-310.2389,0.7684641,16,5,5,16
-280.2389,0.7684622,91.5,5,5,91.5
-270.2389,0.7684631,91.5,5,5,91.5
-260.2389,0.7684612,91.5,5,5,91.5
-170.2389,0.7684622,74.5,5,5,74.5
-140.2389,0.7684689,12.5,5,5,12.5
-130.2389,0.7684689,12.5,5,5,12.5
-120.2389,0.7684622,12.5,5,5,12.5
-110.2389,0.7684631,74.5,5,5,74.5
-100.2389,0.7684641,74.5,5,5,74.5
-90.23886,0.7684641,74.5,5,5,74.5
-80.23886,0.7684622,74.5,5,5,74.5
-70.23886,0.7684622,74.5,5,5,74.5
-60.23886,0.7684622,74.5,5,5,74.5
-50.23886,0.7684641,74.5,5,5,74.5
-30.23886,0.7684669,1.5,5,5,1.5
-20.23886,0.768465,1.5,5,5,1.5
-10.23886,0.768466,1.5,5,5,1.5
-0.2388611,0.7684603,1.5,5,5,1.5
9.761139,0.7684689,1.5,5,5,1.5
119.7611,0.7684631,70,5,5,70
189.7611,0.7684669,79.5,5,5,79.5
199.7611,0.7684669,79.5,5,5,79.5
209.7611,0.7684641,79.5,5,5,79.5
219.7611,0.7684631,79.5,5,5,79.5
229.7611,0.7684612,79.5,5,5,79.5
239.7611,0.7684622,79.5,5,5,79.5
249.7611,0.7684622,79.5,5,5,79.5
259.7611,0.7684631,79.5,5,5,79.5
299.7611,0.768465,1.5,5,5,1.5
309.7611,0.7684631,1.5,5,5,1.5
319.7611,0.7684631,1.5,5,5,1.5
349.7611,0.7684641,65,5,5,65
359.7611,0.7684631,65.00001,5,5,65.00001
369.7611,0.7684708,64.99999,5,5,64.99999
379.7611,0.7684689,65,5,5,65
389.7611,0.7684622,65,5,5,65
549.7611,0.768466,1.5,5,5,1.5
559.7611,0.7684727,1.5,5,5,1.5
569.7611,0.768465,1.5,5,5,1.5
579.7611,0.7684631,1.5,5,5,1.5
589.7611,0.7684717,33.5,5,5,33.5
599.7611,0.7684641,33.5,5,5,33.5
-290.2389,10.76846,91.5,5,5,91.5
-280.2389,10.76846,91.5,5,5,91.5
-270.2389,10.76846,91.5,5,5,91.5
-260.2389,10.76846,91.5,5,5,91.5
-250.2389,10.76846,91.49999,5,5,91.49999
-180.2389,10.76846,74.5,5,5,74.5
-170.2389,10.76846,74.5,5,5,74.5
-160.2389,10.76846,74.5,5,5,74.5
-130.2389,10.76847,12.5,5,5,12.5
-100.2389,10.76846,74.5,5,5,74.5
-90.23886,10.76846,74.5,5,5,74.5
-80.23886,10.76846,74.5,5,5,74.5
